TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T005347,2025-08-15 21:37:51,16.45,EUR,Mobile,IN,C8444,Savings,0,1
T000860,2025-07-08 21:38:54,429.35,EUR,POS,IN,C8118,Savings,0,0
T006350,2025-05-30 22:49:48,17.86,INR,POS,UK,C2644,Savings,4,0
T008795,2025-04-19 0:11:15,6.86,INR,Online,SG,C7520,Business,1,0
T002239,2025-07-22 4:07:13,157.55,USD,POS,IN,C4937,Savings,1,0
T005761,2025-08-04 23:21:11,255.56,USD,POS,AE,C4543,Business,2,0
T000926,2025-05-21 7:52:55,133.1,USD,Online,US,C7351,CreditCard,2,0
T004445,2025-07-11 21:40:49,27.84,GBP,POS,IN,C8175,CreditCard,1,0
T008428,2025-06-21 22:04:12,79.75,INR,POS,IN,C5976,Savings,2,1
T001231,2025-04-14 8:36:11,36.83,GBP,ATM,IN,C7248,Savings,0,0
T007319,2025-07-31 5:20:11,102.83,INR,Online,SG,C4831,Business,3,0
T000405,2025-04-27 6:58:30,113.79,INR,Online,IN,C7981,Savings,2,0
T002422,2025-07-02 23:20:44,461.56,INR,Online,IN,C8334,Savings,5,1
T007111,2025-05-19 1:57:50,120.56,INR,POS,IN,C5810,Savings,3,0
T005147,2025-06-30 8:33:38,85.66,INR,ATM,IN,C1835,Savings,0,0
T005792,2025-08-29 1:53:56,341.89,USD,POS,IN,C3722,Savings,4,0
T007121,2025-06-13 10:27:40,93.96,USD,Online,IN,C9593,CreditCard,4,0
T003218,2025-03-11 23:53:03,83.86,USD,Online,SG,C8137,CreditCard,1,0
T000449,2025-07-12 10:11:54,117.75,INR,Online,US,C8840,Business,2,1
T001359,2025-05-01 19:56:07,50.9,USD,Online,US,C5759,Savings,4,0
T007066,2025-08-11 10:24:56,1292.28,EUR,Online,US,C5079,Savings,1,0
T004437,2025-05-21 8:29:38,165.86,INR,Online,UK,C4939,Business,2,0
T009298,2025-03-21 19:48:00,62.61,INR,ATM,IN,C9869,Business,3,0
T001949,2025-05-07 17:36:32,156.82,INR,POS,SG,C1625,Savings,2,0
T003799,2025-03-08 6:45:32,204.08,USD,ATM,US,C7740,Savings,0,0
T008026,2025-08-05 19:28:52,121.71,USD,POS,IN,C8740,Business,2,0
T005267,2025-03-30 12:38:15,614.56,INR,POS,SG,C6797,Savings,3,0
T009390,2025-05-23 21:48:03,541.41,INR,POS,IN,C7275,Savings,7,0
T008549,2025-08-25 18:23:48,0.22,INR,POS,SG,C6951,Savings,4,0
T006595,2025-08-03 9:05:31,797.67,GBP,Mobile,IN,C4460,Savings,3,0
T008834,2025-04-18 5:02:49,121.5,INR,POS,UK,C4034,CreditCard,0,0
T007682,2025-08-31 19:24:59,125.29,INR,ATM,IN,C1572,Business,0,0
T009879,2025-08-17 2:23:01,265.49,INR,Mobile,US,C7012,Savings,3,0
T004486,2025-05-29 22:35:36,119.64,GBP,Wire,IN,C4862,CreditCard,1,1
T003138,2025-09-02 20:35:47,176.54,EUR,Online,SG,C2981,Savings,2,0
T000730,2025-08-16 5:43:49,163.67,INR,POS,IN,C1749,Business,1,0
T001060,2025-08-09 4:50:36,243.45,INR,Mobile,SG,C5584,Savings,0,0
T002104,2025-08-14 2:19:52,147.61,USD,POS,IN,C3000,Savings,2,1
T006944,2025-05-14 15:17:37,187.84,EUR,POS,DE,C9075,Savings,2,0
T004035,2025-03-29 23:17:26,38.93,INR,ATM,DE,C5780,Savings,4,0
T009589,2025-07-28 9:36:19,30.59,INR,POS,IN,C9283,Savings,2,0
T007460,2025-05-14 8:20:30,42.45,INR,POS,US,C1868,Business,1,0
T008947,2025-08-14 22:12:03,58.61,USD,Online,US,C5698,Savings,3,0
T005792,2025-08-29 1:53:56,341.89,USD,POS,IN,C3722,Savings,4,1
T009531,2025-05-14 16:09:04,142.33,INR,Wire,SG,C9675,CreditCard,1,0
T008509,2025-04-29 4:01:39,176.35,INR,ATM,US,C5462,Savings,2,0
T006556,2025-08-25 7:39:24,313.57,USD,Online,IN,C2743,CreditCard,10,1
T005063,2025-06-15 2:47:57,898.13,INR,POS,US,C3556,Business,0,0
T007206,2025-08-13 5:45:19,639.3,INR,Mobile,IN,C6702,Savings,2,0
T006845,2025-03-25 16:56:14,194.86,INR,POS,AE,C8624,CreditCard,6,0
T009767,2025-04-29 19:53:21,438.86,EUR,Mobile,IN,C4075,CreditCard,1,0
T008055,2025-06-30 6:35:35,540.13,USD,POS,IN,C7145,CreditCard,1,0
T003729,2025-05-15 1:35:16,127.32,USD,ATM,IN,C8678,Savings,2,0
T004566,2025-09-03 1:36:37,572.99,INR,Online,IN,C2402,Savings,3,0
T004176,2025-07-16 5:54:11,145.68,INR,Online,US,C7590,Business,3,0
T007962,2025-04-01 8:50:37,83.41,INR,Wire,US,C3282,Business,2,0
T001562,2025-08-30 0:32:10,107.95,INR,POS,IN,C8134,Savings,3,0
T002881,2025-04-19 8:52:51,23.32,INR,POS,US,C9715,Business,3,1
T007357,2025-07-30 21:11:11,167.83,INR,Online,IN,C2407,Savings,1,1
T005053,2025-06-21 10:46:05,35.4,INR,Online,US,C8455,Business,0,0
T007393,2025-08-11 8:59:18,500.62,USD,ATM,SG,C8461,Savings,4,0
T006560,2025-04-16 9:10:10,290.02,USD,ATM,IN,C6792,Business,3,0
T008827,2025-05-18 8:54:57,10.8,USD,ATM,IN,C2484,Business,1,1
T007779,2025-07-05 11:55:44,277.6,INR,POS,US,C9643,Savings,3,0
T002502,2025-06-11 7:00:11,383.11,INR,POS,DE,C1166,CreditCard,0,0
T005247,2025-07-25 6:54:03,249.86,INR,Online,IN,C2291,CreditCard,1,0
T004627,2025-05-20 20:58:20,241.67,INR,Online,IN,C1927,Business,3,0
T005304,2025-05-26 18:57:29,108.51,INR,Mobile,UK,C3850,Business,4,0
T002540,2025-05-21 7:38:45,171.28,USD,Online,IN,C8581,Savings,2,0
T002391,2025-06-10 12:38:36,78.53,INR,Online,AE,C8018,Business,1,0
T009973,2025-08-05 17:17:19,109.86,INR,Online,DE,C3804,Savings,3,0
T009309,2025-06-17 0:52:11,267.01,EUR,Online,US,C3850,Savings,1,0
T001939,2025-03-15 20:03:28,462.62,INR,POS,IN,C5611,CreditCard,1,0
T003090,2025-04-27 10:08:53,550.92,INR,Mobile,IN,C3324,Savings,1,0
T006634,2025-05-30 5:54:18,147.58,INR,Mobile,US,C1503,Savings,3,0
T000189,2025-05-16 10:26:35,375.99,USD,Online,IN,C4812,CreditCard,2,0
T005243,2025-03-19 5:22:53,40.25,INR,Online,IN,C4165,Savings,4,0
T002341,2025-08-04 13:56:51,186.49,USD,Online,UK,C6160,Savings,4,0
T002284,2025-04-04 4:36:00,52.19,INR,Online,IN,C5965,CreditCard,1,0
T000115,2025-06-24 16:25:27,17.61,INR,POS,UK,C7469,Savings,0,1
