TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T002477,2025-04-23 9:17:02,61.97,INR,Mobile,IN,C2490,Savings,1,0
T004489,2025-07-05 0:16:44,44.23,USD,ATM,UK,C8446,Savings,1,1
T001940,2025-04-10 23:58:11,171.39,EUR,Online,IN,C7719,Business,1,1
T000035,2025-05-06 6:20:33,133.92,INR,ATM,IN,C2014,CreditCard,4,0
T004183,2025-07-28 16:33:52,56.91,INR,Mobile,IN,C6230,Savings,5,0
T008356,2025-07-23 5:44:44,264.14,INR,POS,IN,C5998,Savings,3,0
T005936,2025-07-13 3:08:28,320.38,USD,Mobile,IN,C8979,Savings,0,0
T005691,2025-07-23 14:14:47,341.29,INR,POS,IN,C9522,Savings,4,0
T009899,2025-04-06 12:40:47,3.45,INR,Online,DE,C7965,Savings,1,0
T000887,2025-04-05 5:54:56,180.84,USD,POS,US,C2603,Savings,0,0
T000826,2025-09-01 1:28:41,70.76,INR,POS,IN,C3598,CreditCard,2,1
T002534,2025-07-03 17:06:48,549.53,INR,POS,UK,C7652,CreditCard,1,1
T007930,2025-04-04 0:04:27,108.49,INR,POS,IN,C7381,Business,1,0
T008007,2025-04-03 10:19:38,331.76,USD,Mobile,IN,C2914,Savings,2,0
T004735,2025-06-19 20:56:56,21.87,USD,Mobile,IN,C1713,Business,2,0
T005750,2025-07-08 15:14:57,30.01,INR,POS,UK,C1660,CreditCard,3,0
T001661,2025-04-11 13:51:51,35.64,INR,Mobile,US,C5684,CreditCard,3,0
T000545,2025-05-17 5:49:48,91.98,INR,Online,US,C8101,Savings,2,0
T000984,2025-04-09 21:55:55,47.79,INR,POS,IN,C4083,Business,1,0
T003701,2025-08-14 5:58:20,75.56,INR,Online,IN,C9366,Business,1,1
T005164,2025-08-06 0:51:36,503.94,INR,ATM,US,C1167,Business,3,0
T004612,2025-05-27 14:00:53,854.91,INR,POS,IN,C8202,Savings,1,0
T000873,2025-08-22 14:44:14,4.14,INR,ATM,UK,C1224,Savings,2,0
T004198,2025-03-14 15:22:33,239.06,INR,POS,IN,C6166,Business,3,0
T008688,2025-03-13 22:48:16,98.82,USD,POS,DE,C4606,Savings,6,0
T005937,2025-04-15 9:50:28,483.43,INR,Online,IN,C7782,Business,2,0
T001708,2025-06-13 20:58:28,426.88,INR,Online,IN,C6653,Savings,0,0
T007000,2025-07-01 19:12:29,119.65,GBP,Online,SG,C9007,CreditCard,4,0
T005487,2025-06-25 2:17:16,95.09,INR,ATM,IN,C1930,Savings,2,0
T006353,2025-04-28 18:16:17,1.77,INR,ATM,US,C7601,Business,1,0
T002883,2025-07-26 12:50:03,56.34,INR,ATM,IN,C7904,Savings,1,0
T003661,2025-04-06 19:12:31,384.63,INR,Online,US,C6661,Savings,4,1
