TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T003205,2025-07-08 18:17:56,85.37,INR,ATM,IN,C8622,Business,1,0
T007367,2025-06-24 2:10:55,283.18,USD,POS,US,C4140,Savings,6,0
T007096,2025-07-14 16:48:34,148.74,INR,Online,IN,C6488,Savings,0,0
T001036,2025-05-10 8:09:54,107.53,INR,Mobile,US,C2786,Savings,0,1
T001077,2025-05-26 8:59:55,146.08,INR,Online,US,C9137,Business,0,0
T004742,2025-08-24 13:31:44,350.42,INR,Mobile,IN,C8370,Savings,2,0
T004276,2025-06-30 1:28:42,65.23,USD,POS,AE,C5610,Savings,1,0
T007160,2025-03-19 5:28:04,468.33,INR,ATM,UK,C7484,Savings,2,0
T004696,2025-03-22 6:20:02,342.02,INR,Online,IN,C7614,Savings,0,0
T001964,2025-03-16 3:46:24,387.33,USD,Online,IN,C4173,CreditCard,1,0
T007279,2025-08-03 18:09:29,94.43,GBP,POS,IN,C5926,Savings,2,0
T004657,2025-07-18 15:49:58,19.89,INR,POS,IN,C5469,Savings,4,1
T008773,2025-06-24 4:21:04,62.55,GBP,Online,IN,C3566,Savings,3,0
T002971,2025-06-25 19:14:31,929.37,INR,ATM,IN,C2084,Savings,2,0
T000761,2025-07-26 10:02:46,1127.94,INR,ATM,UK,C2118,CreditCard,1,1
T006579,2025-06-04 19:24:53,44.05,USD,Online,SG,C3682,Savings,3,1
T004592,2025-04-06 16:34:55,43.17,INR,POS,US,C6123,Business,4,0
T002345,2025-04-01 7:47:17,32.42,INR,POS,US,C3862,Savings,3,0
T003088,2025-06-12 16:53:13,150.88,INR,ATM,US,C5337,Savings,3,0
T006171,2025-06-10 13:50:58,902.48,INR,POS,US,C9351,CreditCard,3,0
T007302,2025-06-18 1:09:30,15.69,INR,Online,SG,C8703,CreditCard,0,0
T009361,2025-05-17 5:33:07,45.08,INR,ATM,IN,C2564,Savings,2,0
T009651,2025-04-23 17:36:35,75.2,INR,Mobile,UK,C4812,Business,4,0
T008825,2025-04-04 13:37:03,266.2,INR,ATM,IN,C7843,CreditCard,1,0
T000050,2025-04-16 20:58:59,92.1,INR,POS,UK,C8105,Savings,2,0
T005302,2025-06-16 19:08:07,86.5,USD,Online,UK,C4070,Savings,0,0
T003756,2025-08-31 10:39:57,20.71,INR,Online,IN,C5786,Savings,3,0
T004053,2025-07-25 6:43:53,1118.2,INR,Online,IN,C8661,CreditCard,2,0
T009835,2025-06-26 21:44:10,15.66,INR,ATM,IN,C8091,Business,4,0
T003272,2025-07-11 14:10:19,190.8,INR,Online,US,C9543,Business,1,0
