TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T007305,2025-08-15 5:27:33,179.86,USD,ATM,IN,C3606,Savings,3,1
T003088,2025-06-12 16:53:13,150.88,INR,ATM,US,C5337,Savings,3,1
T009656,2025-05-08 12:48:10,204.71,USD,ATM,US,C3988,Savings,2,1
T007655,2025-08-16 13:01:01,257.4,INR,POS,IN,C1700,Savings,1,1
T004332,2025-06-15 14:14:37,184.91,USD,POS,IN,C8085,Savings,2,1
T006852,2025-08-18 4:00:28,8.9,INR,POS,UK,C8643,CreditCard,2,1
T000031,2025-04-08 17:05:37,442.17,USD,Online,UK,C5806,CreditCard,5,1
T007297,2025-06-20 19:38:52,114.01,EUR,Mobile,IN,C2723,Business,2,1
T005153,2025-05-04 7:04:21,134.68,INR,ATM,IN,C9053,Business,5,1
T006194,2025-08-29 15:34:14,47.22,INR,POS,SG,C9484,Savings,2,1
T003455,2025-04-28 2:45:21,427.34,USD,Mobile,IN,C4138,Savings,1,1
T009433,2025-06-01 20:13:53,136.46,INR,POS,SG,C4531,CreditCard,5,1
T005947,2025-08-01 12:11:28,269.29,INR,POS,IN,C6036,Business,3,1
T002459,2025-06-16 21:13:05,34.42,USD,POS,IN,C3844,Savings,1,1
T006098,2025-05-12 11:11:44,856.41,GBP,Online,IN,C5728,CreditCard,1,1
T007446,2025-05-09 23:17:48,417.68,INR,Online,IN,C6036,Savings,0,1
T009435,2025-07-21 15:49:38,126.98,INR,Online,IN,C7005,Savings,1,1
T002733,2025-05-14 5:18:25,20.73,GBP,Online,SG,C8488,Business,2,1
T006347,2025-07-14 14:16:07,74.56,INR,ATM,IN,C9075,Savings,2,1
T006532,2025-04-07 12:19:26,14.33,INR,Mobile,IN,C4010,Business,2,1
T002072,2025-08-19 4:28:41,204.06,USD,ATM,IN,C6018,Savings,3,1
T008487,2025-08-29 22:36:36,213.99,INR,Online,IN,C4681,Savings,2,1
T002982,2025-03-23 22:37:35,383.32,INR,ATM,UK,C1948,Savings,0,1
T007307,2025-04-27 9:26:32,71.34,INR,ATM,US,C4011,CreditCard,4,1
