TransactionID,Timestamp,Amount,Currency,Channel,Location,CustomerID,AccountType,TxFrequency,FraudLabel
T007220,2025-06-30 18:34:33,243.45,INR,POS,DE,C2201,Savings,1,0
T008003,2025-04-12 20:31:00,112.87,INR,Online,IN,C4519,Savings,4,0
T008827,2025-05-18 8:54:57,10.8,USD,ATM,IN,C2484,Business,1,0
T004456,2025-06-12 7:10:29,100.54,INR,Online,IN,C5388,CreditCard,1,0
T002818,2025-08-02 10:30:11,124.48,INR,Mobile,UK,C6985,CreditCard,2,0
T001922,2025-09-01 7:57:17,174.57,USD,Mobile,SG,C7177,Savings,2,0
T007420,2025-07-18 21:13:24,101.75,INR,Online,AE,C6030,Savings,4,0
T002034,2025-06-01 18:20:37,59.62,INR,Mobile,UK,C9426,Savings,0,0
T001841,2025-07-02 1:44:41,31.03,INR,POS,IN,C1780,Savings,2,0
T004205,2025-06-20 20:19:36,57.76,GBP,ATM,IN,C8452,Business,2,0
T007129,2025-04-01 15:38:30,103.15,INR,Mobile,US,C6127,Business,1,0
T001167,2025-08-02 5:05:11,4.73,INR,Online,US,C2628,CreditCard,1,0
T003362,2025-07-24 12:21:23,816.79,INR,Online,US,C1722,Savings,1,0
T005972,2025-07-17 21:18:35,90.34,INR,Online,IN,C3248,Savings,1,0
T008596,2025-04-13 11:45:39,8.31,USD,ATM,IN,C1404,Savings,1,0
T008371,2025-07-24 7:23:45,168.01,INR,POS,IN,C2778,CreditCard,1,0
T003464,2025-07-11 23:40:37,141.14,INR,Mobile,IN,C9387,Business,2,0
T005461,2025-07-09 12:11:34,619.26,GBP,Online,AE,C9776,Business,1,0
T000231,2025-05-25 3:00:58,743.21,INR,Online,DE,C6336,Savings,3,0
T000785,2025-04-16 1:01:46,95.43,GBP,Online,AE,C3962,Savings,1,0
T000565,2025-08-09 19:03:49,625.91,INR,POS,IN,C7645,Savings,4,0
T003104,2025-07-14 6:41:31,250.35,INR,Mobile,US,C8322,CreditCard,3,0
T002302,2025-03-15 19:52:17,42.46,GBP,POS,US,C5481,Savings,1,0
T005940,2025-07-18 20:46:05,16.69,INR,Online,IN,C1739,Savings,2,0
T006150,2025-06-17 17:56:41,94.28,EUR,Mobile,IN,C9701,Savings,3,0
T007460,2025-05-14 8:20:30,42.45,INR,POS,US,C1868,Business,1,0
T003626,2025-08-07 3:21:27,194.52,INR,Online,UK,C5490,CreditCard,0,0
T002530,2025-07-23 20:45:42,27.17,INR,POS,US,C1548,Savings,3,0
T000379,2025-05-14 23:32:43,19.32,USD,Online,IN,C7085,Savings,1,0
T008509,2025-04-29 4:01:39,176.35,INR,ATM,US,C5462,Savings,2,0
T004766,2025-04-07 2:18:07,7.41,INR,Online,AE,C3549,Savings,2,0
T005866,2025-06-04 6:46:02,18.97,INR,ATM,US,C8350,Savings,1,0
T009218,2025-08-26 19:27:17,50.17,USD,POS,US,C3832,Savings,1,0
T004524,2025-05-02 2:47:20,107.93,GBP,Online,IN,C7796,CreditCard,5,0
T006106,2025-06-27 4:47:20,106.85,EUR,Mobile,IN,C3300,Business,1,0
T000508,2025-08-07 23:41:48,17.16,INR,Wire,IN,C8367,Business,1,0
T005955,2025-04-17 18:02:47,395.73,USD,Online,IN,C4407,Business,1,0
T006930,2025-05-26 9:52:49,228.36,INR,Mobile,IN,C3044,Savings,2,0
T004610,2025-05-05 23:27:46,116.78,INR,POS,US,C3962,Business,0,0
T007896,2025-07-25 8:06:23,160.78,USD,Online,AE,C9063,Business,1,0
T007023,2025-08-02 5:30:35,433.94,GBP,POS,IN,C7784,CreditCard,5,0
T008364,2025-08-10 19:52:46,52.8,INR,Online,UK,C4748,Savings,2,0
T004529,2025-03-21 20:15:31,186.57,USD,POS,US,C9712,Business,2,0
T007383,2025-07-04 17:52:08,524.94,INR,Mobile,US,C4367,Savings,6,0
T007811,2025-05-14 12:19:29,48.07,USD,Mobile,IN,C2232,Savings,4,0
T007000,2025-07-01 19:12:29,119.65,GBP,Online,SG,C9007,CreditCard,4,0
T003775,2025-06-19 1:31:02,384.73,GBP,ATM,IN,C3814,Savings,2,0
T006975,2025-04-29 16:03:24,235.51,EUR,Online,IN,C1196,Business,5,0
T005363,2025-05-17 7:49:56,59.71,USD,Mobile,IN,C7170,Savings,3,0
T007849,2025-08-13 1:29:27,70.3,INR,Online,IN,C4923,Savings,0,0
T006818,2025-03-22 14:44:03,523.23,INR,Mobile,IN,C7251,Savings,4,0
T009036,2025-06-15 10:35:56,440.53,INR,Wire,SG,C8764,Business,0,0
T006429,2025-05-10 5:08:52,389.24,GBP,ATM,DE,C4416,Savings,0,0
T003721,2025-05-24 8:23:23,66.7,INR,Mobile,IN,C3537,Savings,2,0
T007458,2025-05-26 9:36:46,19.18,INR,Mobile,IN,C5417,Savings,4,0
T005768,2025-05-11 10:36:20,35.15,USD,Mobile,IN,C3166,Savings,4,0
T002211,2025-03-22 8:02:04,61.46,USD,POS,UK,C7174,CreditCard,2,0
T007183,2025-08-06 16:02:38,524.66,GBP,POS,IN,C1626,Savings,1,0
T000534,2025-08-11 18:27:30,178.93,EUR,Online,SG,C3146,Savings,3,0
T004517,2025-03-25 20:42:51,245.42,INR,POS,IN,C5657,Business,2,0
T000830,2025-04-23 9:24:44,259.22,GBP,POS,US,C6805,Business,3,0
T003502,2025-06-02 13:23:04,79.8,EUR,Wire,US,C4836,Business,3,0
T009259,2025-03-13 14:59:06,329.38,USD,Wire,IN,C5639,Savings,1,0
T003792,2025-03-21 6:40:54,493.89,USD,Online,AE,C8772,Savings,1,0
T006930,2025-05-26 9:52:49,228.36,INR,Mobile,IN,C3044,Savings,2,0
T006617,2025-04-10 23:38:35,434.05,EUR,ATM,IN,C7177,Savings,1,0
T006313,2025-06-07 16:37:50,484.98,USD,ATM,US,C8416,Savings,1,0
T004206,2025-07-01 21:09:53,28.45,INR,POS,SG,C7602,Savings,1,0
T003922,2025-08-29 13:05:04,658.59,USD,Mobile,SG,C5801,Business,3,0
T006158,2025-05-18 20:01:42,24.06,INR,Online,US,C5299,Savings,2,0
T008040,2025-05-27 21:01:02,219.11,INR,ATM,SG,C8051,Business,3,0
T007020,2025-04-09 6:39:29,31.46,INR,POS,IN,C8086,CreditCard,4,0
T005151,2025-08-03 6:41:08,306.6,INR,ATM,IN,C2938,Savings,1,0
T001937,2025-03-11 17:40:41,75.05,INR,ATM,US,C2434,Savings,1,0
T004452,2025-03-18 3:23:11,158.56,INR,POS,UK,C8971,Savings,2,0
T005523,2025-03-12 3:58:32,165.93,GBP,Mobile,SG,C8655,Business,1,0
T006016,2025-06-13 10:18:00,27.64,INR,POS,IN,C6957,Savings,1,0
T008152,2025-05-16 12:49:15,224.97,USD,ATM,IN,C9328,Savings,1,0
T007027,2025-08-10 22:39:26,120.09,USD,Mobile,US,C6417,Business,2,0
T000035,2025-05-06 6:20:33,133.92,INR,ATM,IN,C2014,CreditCard,4,0
T003957,2025-06-23 4:58:54,371.97,USD,POS,IN,C2082,Business,3,0
T005565,2025-04-21 13:10:45,198.8,EUR,Online,IN,C2563,Savings,1,0
T007779,2025-07-05 11:55:44,277.6,INR,POS,US,C9643,Savings,3,0
T009397,2025-06-15 0:46:12,536.03,INR,Online,SG,C1575,Savings,1,0
T006055,2025-04-25 10:17:23,333.35,INR,Mobile,IN,C6746,CreditCard,0,0
T006379,2025-05-29 15:23:06,201.47,USD,POS,IN,C9130,Business,2,0
T009075,2025-08-28 2:50:49,6.34,INR,Mobile,US,C5209,Savings,2,0
T002076,2025-05-29 15:53:35,140.77,INR,Wire,SG,C5157,Savings,1,0
T003406,2025-08-16 12:47:59,372.69,INR,Mobile,IN,C7014,CreditCard,4,0
T003385,2025-06-14 3:52:25,760.4,INR,Online,IN,C6329,CreditCard,1,0
T006242,2025-06-11 11:22:35,173.22,INR,Online,US,C3900,Business,0,0
T001964,2025-03-16 3:46:24,387.33,USD,Online,IN,C4173,CreditCard,1,0
T001707,2025-05-11 13:59:15,94.28,GBP,POS,UK,C8363,Savings,5,0
T000796,2025-07-05 8:38:51,394.43,INR,Mobile,IN,C3748,Business,7,0
T007419,2025-08-19 19:59:05,79.17,EUR,Mobile,UK,C7290,Savings,0,0
T000281,2025-03-19 20:25:26,262.53,EUR,Mobile,SG,C3556,Business,3,0
T000350,2025-06-21 1:51:11,161.22,USD,ATM,IN,C7435,Savings,4,0
T004389,2025-05-31 20:37:16,148.0,INR,Mobile,US,C4819,Business,1,0
T005861,2025-08-24 18:01:42,466.96,INR,Online,UK,C8350,Savings,0,0
T009041,2025-06-06 17:22:46,139.97,INR,Mobile,IN,C5904,CreditCard,1,0
T003533,2025-08-28 5:25:48,95.5,INR,ATM,IN,C4079,Savings,3,0
T009994,2025-04-05 11:42:47,291.05,INR,Wire,IN,C7409,Savings,1,0
T002263,2025-03-28 6:31:52,445.82,USD,Online,IN,C5334,CreditCard,3,0
T002794,2025-04-16 16:17:29,216.34,USD,POS,DE,C3885,Savings,0,0
T006278,2025-05-08 16:12:53,113.55,EUR,ATM,IN,C9517,Business,1,0
T007511,2025-04-24 18:41:14,60.28,INR,ATM,IN,C8396,Savings,2,0
T009729,2025-04-02 15:01:41,414.33,INR,POS,IN,C8610,Business,1,0
T005878,2025-07-27 23:16:56,57.45,USD,Online,IN,C1225,Business,3,0
T004202,2025-04-18 8:37:07,280.59,INR,Mobile,AE,C9376,CreditCard,4,0
T009401,2025-04-04 3:09:09,380.06,INR,ATM,US,C8120,CreditCard,2,0
T004475,2025-08-02 16:43:59,323.67,INR,Online,IN,C8137,Business,2,0
T009488,2025-06-26 11:33:55,77.14,INR,ATM,US,C2597,Business,3,0
T002768,2025-04-05 13:57:50,812.83,INR,Online,IN,C2523,Savings,5,0
T006180,2025-07-11 18:42:36,498.51,INR,Wire,US,C1204,Savings,1,0
T007865,2025-06-21 9:39:26,37.51,INR,ATM,IN,C2095,Savings,0,0
T006638,2025-05-31 21:50:03,363.45,EUR,Online,SG,C5364,Business,2,0
T007895,2025-06-15 5:42:17,105.8,GBP,POS,US,C7043,Savings,5,0
T008330,2025-08-28 19:24:37,467.85,INR,Mobile,IN,C9980,Savings,3,0
T001100,2025-03-09 19:11:27,70.03,EUR,Mobile,UK,C3141,Savings,1,0
T000780,2025-08-02 6:08:41,50.29,USD,POS,IN,C3804,CreditCard,3,0
T001536,2025-04-25 19:50:19,64.06,INR,Mobile,IN,C3567,Savings,2,0
T007133,2025-07-21 3:45:14,182.22,GBP,ATM,IN,C6812,Savings,2,0
T009434,2025-05-12 12:40:21,104.07,INR,Online,IN,C9861,Savings,2,0
T004235,2025-03-29 19:41:16,16.14,INR,POS,IN,C8450,CreditCard,3,0
T004807,2025-04-16 22:36:48,127.82,GBP,ATM,AE,C5680,Business,2,0
T008593,2025-04-12 14:58:58,25.94,INR,ATM,IN,C9997,Savings,0,0
T008853,2025-03-28 6:28:17,69.31,GBP,ATM,IN,C8123,Business,3,0
T004308,2025-07-16 19:01:26,157.83,EUR,Online,IN,C8187,Savings,1,0
T007838,2025-05-22 9:58:48,304.6,INR,Online,US,C2848,Savings,1,0
T003003,2025-08-01 1:57:03,169.36,INR,Mobile,AE,C6594,CreditCard,6,0
T002802,2025-06-10 23:39:36,174.73,INR,POS,IN,C8466,CreditCard,3,0
T003971,2025-04-24 14:00:01,379.79,INR,POS,SG,C3063,Business,2,0
T000910,2025-03-08 8:37:38,207.87,USD,Online,AE,C3835,Business,2,0
T002137,2025-04-03 6:13:08,281.83,USD,Mobile,SG,C3546,Business,1,0
T008168,2025-04-14 12:22:30,13.87,USD,Online,IN,C8183,Savings,2,0
T008066,2025-07-07 21:07:04,62.61,USD,Online,IN,C8535,Savings,1,0
T002978,2025-07-24 21:56:08,34.99,INR,Mobile,IN,C3183,Savings,4,0
T009085,2025-07-18 10:18:46,63.96,INR,Online,US,C1522,Savings,0,0
T004140,2025-08-28 22:44:19,394.2,USD,Mobile,US,C6888,Savings,1,0
T009693,2025-08-05 22:54:45,261.03,INR,Online,SG,C7920,Savings,2,0
T009835,2025-06-26 21:44:10,15.66,INR,ATM,IN,C8091,Business,4,0
